Country Name,year,total_gdp,population,income_per_person,co2_emissions,receipts_percent_total_exports,receipts_travel_items,receipts_passenger_transport_items,receipts_current_us,number_of_departures,number_of_arrivals,expenditures_passenger_transport_items,expenditures_percent_total_imports,expenditures_current_us
Afghanistan,1960,,9170000.0,1520.0,0.0536,,,,,,,,,
Angola,1960,,5530000.0,2590.0,0.0821,,,,,,,,,
Albania,1960,,1690000.0,2720.0,1.35,,,,,,,,,
Andorra,1960,,14400.0,18600.0,,,,,,,,,,
United Arab Emirates,1960,,101000.0,47700.0,0.109,,,,,,,,,
Argentina,1960,159000000000.0,20800000.0,10900.0,2.46,,,,,,,,,
Armenia,1960,,1940000.0,6940.0,3.83,,,,,,,,,
Antigua and Barbuda,1960,,55000.0,3390.0,0.867,,,,,,,,,
Australia,1960,210000000000.0,10400000.0,16000.0,8.67,,,,,,,,,
Austria,1960,89600000000.0,7110000.0,12700.0,4.48,,,,,,,,,
Azerbaijan,1960,,4030000.0000000005,5740.0,5.27,,,,,,,,,
Burundi,1960,689000000.0,2850000.0,713.0,0.0168,,,,,,,,,
Belgium,1960,113000000000.0,9230000.0,13500.0,10.1,,,,,,,,,
Benin,1960,1700000000.0,2470000.0,1730.0,0.052,,,,,,,,,
Burkina Faso,1960,1210000000.0,4890000.0,645.0,0.0187,,,,,,,,,
Bangladesh,1960,23600000000.0,49400000.0,1060.0,0.0464,,,,,,,,,
Bulgaria,1960,,7950000.0,5730.0,3.26,,,,,,,,,
Bahrain,1960,,168000.0,26200.0,10.5,,,,,,,,,
Bosnia and Herzegovina,1960,,3290000.0,3400.0,1.67,,,,,,,,,
Belarus,1960,,8199999.999999999,5550.0,5.69,,,,,,,,,
Belize,1960,115000000.0,94700.0,2460.0,0.387,,,,,,,,,
Bolivia,1960,4830000000.0,3730000.0,2980.0,0.279,,,,,,,,,
Brazil,1960,205000000000.0,74300000.0,4190.0,0.662,,,,,,,,,
Barbados,1960,,232000.0,6590.0,0.839,,,,,,,,,
Bhutan,1960,,229000.0,1100.0,,,,,,,,,,
Botswana,1960,191000000.0,513000.0,872.0,,,,,,,,,,
Central African Republic,1960,1030000000.0,1530000.0,1860.0,0.0577,,,,,,,,,
Canada,1960,,18200000.0,16400.0,10.6,,,,,,,,,
Switzerland,1960,,5380000.0,35900.0,3.79,,,,,,,,,
Chile,1960,28500000000.0,8300000.000000001,8000.0,1.74,,,,,,,,,
China,1960,116000000000.0,671000000.0,996.0,0.822,,,,,,,,,
Cote d'Ivoire,1960,6040000000.0,3630000.0,2460.0,0.152,,,,,,,,,
Cameroon,1960,4880000000.0,5290000.0,2580.0,0.0534,,,,,,,,,
"Congo, Dem. Rep.",1960,17100000000.000002,15600000.0,2440.0,0.151,,,,,,,,,
"Congo, Rep.",1960,1360000000.0,1040000.0,2360.0,0.257,,,,,,,,,
Colombia,1960,32200000000.000004,16600000.000000002,4700.0,1.1,,,,,,,,,
Comoros,1960,,194000.0,1050.0,0.0567,,,,,,,,,
Costa Rica,1960,4880000000.0,1380000.0,5070.0,0.356,,,,,,,,,
Cuba,1960,,7290000.0,3570.0,1.67,,,,,,,,,
Cyprus,1960,,576000.0,4530.0,1.5,,,,,,,,,
Germany,1960,,73900000.0,14900.0,11.3,,,,,,,,,
Djibouti,1960,,88500.0,4780.0,0.497,,,,,,,,,
Dominica,1960,,61000.0,2060.0,0.18,,,,,,,,,
Denmark,1960,88200000000.0,4610000.0,17300.0,6.88,,,,,,,,,
Dominican Republic,1960,4430000000.0,3410000.0,2310.0,0.302,,,,,,,,,
Algeria,1960,20700000000.0,11300000.0,6250.0,0.535,,,,,,,,,
Ecuador,1960,12300000000.0,4670000.0,4240.0,0.352,,,,,,,,,
Eritrea,1960,,1030000.0,1070.0,,,,,,,,,,
Spain,1960,212000000000.0,30700000.0,6550.0,1.75,,,,,,,,,
Estonia,1960,,1230000.0,7880.0,8.79,,,,,,,,,
Ethiopia,1960,,22700000.0,831.0,0.015,,,,,,,,,
Finland,1960,54500000000.0,4470000.0,12400.0,3.34,,,,,,,,,
Fiji,1960,895000000.0,407000.0,4540.0,0.414,,,,,,,,,
France,1960,547000000000.0,46300000.0,14300.0,6.09,,,,,,,,,
"Micronesia, Fed. Sts.",1960,,45900.0,1640.0,,,,,,,,,,
Gabon,1960,1950000000.0,506000.0,6320.0,0.326,,,,,,,,,
United Kingdom,1960,802000000000.0,52700000.0,16400.0,11.2,,,,,,,,,
Georgia,1960,,4080000.0,5760.0,2.79,,,,,,,,,
Ghana,1960,7920000000.0,6850000.0,2560.0,0.197,,,,,,,,,
Guinea,1960,,3550000.0,1670.0,0.173,,,,,,,,,
Guinea-Bissau,1960,,623000.0,1170.0,0.0471,,,,,,,,,
Equatorial Guinea,1960,,259000.0,1380.0,0.085,,,,,,,,,
Greece,1960,47400000000.0,8310000.000000001,6350.0,1.18,,,,,,,,,
Grenada,1960,,91300.0,2190.0,0.201,,,,,,,,,
Guatemala,1960,7990000000.0,4340000.0,4100.0,0.325,,,,,,,,,
Guyana,1960,1630000000.0,589000.0,3630.0,1.25,,,,,,,,,
Honduras,1960,2520000000.0,2100000.0,2490.0,0.351,,,,,,,,,
Croatia,1960,,4220000.0,6280.0,1.42,,,,,,,,,
Haiti,1960,6490000000.0,3940000.0,2040.0,0.0753,,,,,,,,,
Hungary,1960,,10000000.0,7070.0,4.88,,,,,,,,,
Indonesia,1960,55800000000.0,90100000.0,1960.0,0.289,,,,,,,,,
India,1960,141000000000.0,460000000.0,1390.0,0.284,,,,,,,,,
Ireland,1960,,2790000.0,8410.0,4.43,,,,,,,,,
Iraq,1960,,7480000.0,5490.0,1.17,,,,,,,,,
Iceland,1960,,179000.0,12500.0,6.1,,,,,,,,,
Israel,1960,,2140000.0,9250.0,3.29,,,,,,,,,
Italy,1960,526000000000.0,50100000.0,11900.0,2.49,,,,,,,,,
Jamaica,1960,,1650000.0,5040.0,1.29,,,,,,,,,
Jordan,1960,,974000.0,5000.0,1.0,,,,,,,,,
Japan,1960,654000000000.0,94600000.0,8190.0,2.99,,,,,,,,,
Kazakhstan,1960,,10300000.0,9960.0,9.3,,,,,,,,,
Kenya,1960,5630000000.0,8380000.000000001,1770.0,0.287,,,,,,,,,
Kyrgyz Republic,1960,,2240000.0,4780.0,3.95,,,,,,,,,
Cambodia,1960,,5870000.0,1200.0,0.0487,,,,,,,,,
Kiribati,1960,,42200.0,3310.0,0.174,,,,,,,,,
St. Kitts and Nevis,1960,,51200.0,3690.0,,,,,,,,,,
Kuwait,1960,,301000.0,53400.0,33.2,,,,,,,,,
Lebanon,1960,,1860000.0,7010.0,1.44,,,,,,,,,
Liberia,1960,,1140000.0,2030.0,0.141,,,,,,,,,
Libya,1960,,1500000.0,3620.0,0.798,,,,,,,,,
St. Lucia,1960,,90700.0,2090.0,0.202,,,,,,,,,
Sri Lanka,1960,6240000000.0,10100000.0,2370.0,0.231,,,,,,,,,
Lesotho,1960,197000000.0,853000.0,562.0,,,,,,,,,,
Lithuania,1960,,2810000.0,9880.0,4.58,,,,,,,,,
Luxembourg,1960,8320000000.0,317000.0,19400.0,36.5,,,,,,,,,
Latvia,1960,,2160000.0,8210.0,3.2,,,,,,,,,
Morocco,1960,,12700000.0,2470.0,0.297,,,,,,,,,
Moldova,1960,,3080000.0,5440.0,3.71,,,,,,,,,
Madagascar,1960,4240000000.0,5220000.0,2110.0,0.0681,,,,,,,,,
Maldives,1960,,92300.0,2610.0,,,,,,,,,,
Mexico,1960,148000000000.0,39000000.0,5650.0,1.68,,,,,,,,,
Marshall Islands,1960,,15100.0,1970.0,,,,,,,,,,
North Macedonia,1960,,1510000.0,4230.0,2.68,,,,,,,,,
Mali,1960,,5320000.0,977.0,0.0221,,,,,,,,,
Malta,1960,,314000.0,2750.0,0.933,,,,,,,,,
Myanmar,1960,3220000000.0,22200000.0,1030.0,0.117,,,,,,,,,
Montenegro,1960,,498000.0,3400.0,1.09,,,,,,,,,
Mongolia,1960,,982000.0,1090.0,1.42,,,,,,,,,
Mozambique,1960,,7340000.0,412.0,0.358,,,,,,,,,
Mauritania,1960,1060000000.0,876000.0,1290.0,0.0544,,,,,,,,,
Mauritius,1960,,679000.0,6030.0,0.275,,,,,,,,,
Malawi,1960,704000000.0,3750000.0,747.0,0.0997,,,,,,,,,
Malaysia,1960,10800000000.0,8420000.0,2960.0,0.557,,,,,,,,,
Namibia,1960,,649000.0,5570.0,,,,,,,,,,
Niger,1960,2720000000.0,3490000.0,1450.0,0.0158,,,,,,,,,
Nigeria,1960,64800000000.0,46100000.0,1530.0,0.0893,,,,,,,,,
Nicaragua,1960,3200000000.0,1830000.0,3850.0,0.307,,,,,,,,,
Netherlands,1960,164000000000.0,11600000.0,15300.0,6.54,,,,,,,,,
Norway,1960,72800000000.0,3610000.0,14200.0,3.7,,,,,,,,,
Nepal,1960,3380000000.0,10300000.0,1150.0,0.00786,,,,,,,,,
Nauru,1960,,4630.0,18100.0,,,,,,,,,,
New Zealand,1960,,2420000.0,18100.0,4.85,,,,,,,,,
Oman,1960,,565000.0,1800.0,,,,,,,,,,
Pakistan,1960,18100000000.0,46100000.0,1240.0,0.268,,,,,,,,,
Panama,1960,3400000000.0,1170000.0,4060.0,0.945,,,,,,,,,
Peru,1960,29500000000.0,10400000.0,5810.0,0.827,,,,,,,,,
Philippines,1960,33100000000.0,27200000.0,2810.0,0.321,,,,,,,,,
Palau,1960,,10000.0,19100.0,,,,,,,,,,
Papua New Guinea,1960,2780000000.0,2300000.0,1310.0,0.0878,,,,,,,,,
Poland,1960,,30000000.0,6390.0,6.91,,,,,,,,,
Portugal,1960,36800000000.0,8870000.0,5810.0,1.02,,,,,,,,,
Paraguay,1960,3040000000.0,1950000.0,2820.0,0.186,,,,,,,,,
Qatar,1960,,51400.0,21000.0,3.14,,,,,,,,,
Romania,1960,,18800000.0,2080.0,2.97,,,,,,,,,
Rwanda,1960,970000000.0,3000000.0,767.0,0.0305,,,,,,,,,
Saudi Arabia,1960,,4220000.0,7530.0,0.847,,,,,,,,,
Sudan,1960,10300000000.0,7770000.0,1910.0,0.164,,,,,,,,,
Senegal,1960,3960000000.0,3300000.0,2740.0,0.247,,,,,,,,,
Singapore,1960,6430000000.0,1690000.0,4270.0,1.24,,,,,,,,,
Solomon Islands,1960,,121000.0,1290.0,0.121,,,,,,,,,
Sierra Leone,1960,1170000000.0,2350000.0,1360.0,0.123,,,,,,,,,
El Salvador,1960,,2850000.0,3320.0,0.205,,,,,,,,,
Somalia,1960,,2810000.0,1410.0,0.0313,,,,,,,,,
Serbia,1960,,7610000.0,4690.0,2.11,,,,,,,,,
South Sudan,1960,,2900000.0,2710.0,0.0399,,,,,,,,,
Sao Tome and Principe,1960,,64599.99999999999,1690.0,0.17,,,,,,,,,
Suriname,1960,1090000000.0,296000.0,7020.0,1.45,,,,,,,,,
Slovak Republic,1960,,4200000.0,9900.0,8.2,,,,,,,,,
Slovenia,1960,,1600000.0,9040.0,2.86,,,,,,,,,
Sweden,1960,131000000000.0,7530000.0,17000.0,6.49,,,,,,,,,
Eswatini,1960,,343000.0,1010.0,0.0107,,,,,,,,,
Seychelles,1960,125000000.0,42500.0,3540.0,,,,,,,,,,
Chad,1960,1720000000.0,3060000.0,1140.0,0.0168,,,,,,,,,
Togo,1960,601000000.0,1600000.0,1290.0,0.0574,,,,,,,,,
Thailand,1960,16800000000.0,28200000.0,2030.0,0.147,,,,,,,,,
Tajikistan,1960,,2160000.0,4860.0,1.94,,,,,,,,,
Turkmenistan,1960,,1660000.0,6700.0,10.1,,,,,,,,,
Timor-Leste,1960,,483000.0,852.0,,,,,,,,,,
Tonga,1960,,63700.0,1760.0,0.173,,,,,,,,,
Trinidad and Tobago,1960,4200000000.0,865000.0,11700.0,5.32,,,,,,,,,
Tunisia,1960,,4240000.0,2660.0,0.417,,,,,,,,,
Tuvalu,1960,,5330.0,1790.0,,,,,,,,,,
Tanzania,1960,,10300000.0,827.0,0.068,,,,,,,,,
Uganda,1960,,6980000.0,1260.0,0.0582,,,,,,,,,
Ukraine,1960,,43200000.0,6850.0,6.43,,,,,,,,,
Uruguay,1960,16000000000.0,2570000.0,8970.0,1.6,,,,,,,,,
United States,1960,3540000000000.0,190000000.0,21100.0,15.2,,,,,,,,,
Uzbekistan,1960,,8810000.0,3730.0,5.12,,,,,,,,,
St. Vincent and the Grenadines,1960,156000000.0,82200.0,3410.0,0.134,,,,,,,,,
Vietnam,1960,,33700000.0,1500.0,0.237,,,,,,,,,
Vanuatu,1960,,65700.0,1690.0,,,,,,,,,,
Samoa,1960,,112000.0,3820.0,0.164,,,,,,,,,
South Africa,1960,68200000000.0,17500000.0,8070.0,5.83,,,,,,,,,
Zambia,1960,3800000000.0,3160000.0,1770.0,1.17,,,,,,,,,
Zimbabwe,1960,4680000000.0,3910000.0,1810.0,1.3,,,,,,,,,
Afghanistan,1961,,9350000.0,1510.0,0.0737,,,,,,,,,
Angola,1961,,5610000.0,2470.0,0.21,,,,,,,,,
Albania,1961,,1740000.0,2810.0,1.42,,,,,,,,,
Andorra,1961,,15400.0,20200.0,,,,,,,,,,
United Arab Emirates,1961,,112000.0,54800.0,0.164,,,,,,,,,
Argentina,1961,158000000000.0,21200000.0,10700.0,2.54,,,,,,,,,
Armenia,1961,,2009999.9999999998,6940.0,3.89,,,,,,,,,
Antigua and Barbuda,1961,,55800.0,3510.0,1.84,,,,,,,,,
Australia,1961,213000000000.0,10600000.0,16700.0,8.92,,,,,,,,,
Austria,1961,92000000000.0,7160000.0,13000.0,4.74,,,,,,,,,
Azerbaijan,1961,,4170000.0,5760.0,5.35,,,,,,,,,
Burundi,1961,751000000.0,2910000.0,759.0,0.0151,,,,,,,,,
Belgium,1961,119000000000.0,9280000.0,14200.0,10.6,,,,,,,,,
Benin,1961,1640000000.0,2500000.0,1630.0,0.0542,,,,,,,,,
Burkina Faso,1961,1290000000.0,4960000.0,673.0,0.017,,,,,,,,,
Bangladesh,1961,24900000000.0,50800000.0,1040.0,0.0496,,,,,,,,,
Bulgaria,1961,,8020000.0,6190.0,3.83,,,,,,,,,
Bahrain,1961,,173000.0,26800.0,9.19,,,,,,,,,
Bosnia and Herzegovina,1961,,3350000.0,3330.0,1.68,,,,,,,,,
Belarus,1961,,8279999.999999999,5590.0,5.92,,,,,,,,,
Belize,1961,121000000.0,97400.0,2500.0,0.715,,,,,,,,,
Bolivia,1961,5100000000.0,3800000.0,3090.0,0.289,,,,,,,,,
Brazil,1961,218000000000.0,76500000.0,4360.0,0.702,,,,,,,,,
Barbados,1961,,233000.0,6850.0,1.12,,,,,,,,,
Bhutan,1961,,235000.0,1110.0,,,,,,,,,,
Botswana,1961,204000000.0,524000.0,923.0,,,,,,,,,,
Central African Republic,1961,991000000.0,1550000.0,1770.0,0.0473,,,,,,,,,
Canada,1961,,18600000.0,17200.0,11.1,,,,,,,,,
Switzerland,1961,,5490000.0,36600.0,4.4,,,,,,,,,
Chile,1961,29700000000.0,8480000.0,8130.0,1.97,,,,,,,,,
China,1961,109000000000.0,682000000.0,1030.0,0.645,,,,,,,,,
Cote d'Ivoire,1961,6110000000.0,3770000.0,2470.0,0.156,,,,,,,,,
Cameroon,1961,5030000000.0,5400000.0,2620.0,0.0537,,,,,,,,,
"Congo, Dem. Rep.",1961,20700000000.0,16000000.0,2710.0,0.136,,,,,,,,,
"Congo, Rep.",1961,1430000000.0,1070000.0,2390.0,0.223,,,,,,,,,
Colombia,1961,33900000000.0,17100000.0,4780.0,1.14,,,,,,,,,
Comoros,1961,,197000.0,1140.0,0.0558,,,,,,,,,
Costa Rica,1961,5150000000.0,1430000.0,5210.0,0.384,,,,,,,,,
Cuba,1961,,7450000.0,3460.0,1.9,,,,,,,,,
Cyprus,1961,,578000.0,5020.0,1.57,,,,,,,,,
Germany,1961,,74500000.0,15500.0,11.9,,,,,,,,,
Djibouti,1961,,94200.0,4720.0,0.506,,,,,,,,,
Dominica,1961,,62000.0,2350.0,0.177,,,,,,,,,
Denmark,1961,93200000000.0,4650000.0,18200.0,7.94,,,,,,,,,
Dominican Republic,1961,5180000000.0,3520000.0,2640.0,0.353,,,,,,,,,
Algeria,1961,16700000000.0,11600000.0,3950.0,0.488,,,,,,,,,
Ecuador,1961,12900000000.0,4810000.0,4360.0,0.325,,,,,,,,,
Eritrea,1961,,1060000.0,1100.0,,,,,,,,,,
Spain,1961,233000000000.0,31100000.0,7180.0,1.93,,,,,,,,,
Estonia,1961,,1250000.0,7970.0,9.12,,,,,,,,,
Ethiopia,1961,,23200000.0,840.0,0.017,,,,,,,,,
Finland,1961,56100000000.0,4500000.0,12700.0,3.74,,,,,,,,,
Fiji,1961,927000000.0,422000.0,4540.0,0.548,,,,,,,,,
France,1961,584000000000.0,46900000.0,15000.0,6.38,,,,,,,,,
"Micronesia, Fed. Sts.",1961,,47400.0,1670.0,,,,,,,,,,
Gabon,1961,2089999999.9999998,511000.0,6840.0,0.172,,,,,,,,,
United Kingdom,1961,811000000000.0,53100000.0,16500.0,11.2,,,,,,,,,
Georgia,1961,,4150000.0000000005,5860.0,2.88,,,,,,,,,
Ghana,1961,8250000000.0,7070000.0,2620.0,0.203,,,,,,,,,
Guinea,1961,,3610000.0,1660.0,0.183,,,,,,,,,
Guinea-Bissau,1961,,629000.0,1220.0,0.0641,,,,,,,,,
Equatorial Guinea,1961,,262000.0,1520.0,0.0839,,,,,,,,,
Greece,1961,47600000000.0,8350000.0,6620.0,1.22,,,,,,,,,
Grenada,1961,,92500.0,2240.0,0.278,,,,,,,,,
Guatemala,1961,8270000000.0,4460000.0,4100.0,0.31,,,,,,,,,
Guyana,1961,1650000000.0,606000.0,3620.0,1.12,,,,,,,,,
Honduras,1961,2660000000.0,2160000.0,2550.0,0.325,,,,,,,,,
Croatia,1961,,4250000.0,6400.0,1.45,,,,,,,,,
Haiti,1961,7000000000.0,4019999.9999999995,2250.0,0.0757,,,,,,,,,
Hungary,1961,,10100000.0,7470.0,5.02,,,,,,,,,
Indonesia,1961,56800000000.0,92500000.0,1920.0,0.249,,,,,,,,,
India,1961,146000000000.0,469000000.0,1380.0,0.306,,,,,,,,,
Ireland,1961,,2790000.0,8710.0,4.7,,,,,,,,,
Iraq,1961,,7670000.0,5590.0,1.18,,,,,,,,,
Iceland,1961,,183000.0,13300.0,6.56,,,,,,,,,
Israel,1961,,2230000.0,9740.0,3.55,,,,,,,,,
Italy,1961,559000000000.0,50400000.0,12800.0,2.9,,,,,,,,,
Jamaica,1961,,1680000.0,5120.0,1.26,,,,,,,,,
Jordan,1961,,1010000.0,4900.0,1.04,,,,,,,,,
Japan,1961,712000000000.0,95500000.0,8820.0,3.07,,,,,,,,,
Kazakhstan,1961,,10800000.0,10100.0,9.39,,,,,,,,,
Kenya,1961,6160000000.0,8650000.0,1790.0,0.303,,,,,,,,,
Kyrgyz Republic,1961,,2320000.0,4900.0,4.01,,,,,,,,,
Cambodia,1961,,6030000.0,1260.0,0.0511,,,,,,,,,
Kiribati,1961,,43300.0,3410.0,0.254,,,,,,,,,
St. Kitts and Nevis,1961,,51000.0,3720.0,,,,,,,,,,
Kuwait,1961,,337000.0,60000.0,42.4,,,,,,,,,
Lebanon,1961,,1930000.0,7080.0,1.48,,,,,,,,,
Liberia,1961,,1170000.0,2030.0,0.217,,,,,,,,,
Libya,1961,,1550000.0,3980.0,0.676,,,,,,,,,
St. Lucia,1961,,91900.0,2220.0,0.2,,,,,,,,,
Sri Lanka,1961,6480000000.0,10400000.0,2380.0,0.248,,,,,,,,,
Lesotho,1961,227000000.0,869000.0,638.0,,,,,,,,,,
Lithuania,1961,,2850000.0,9980.0,4.75,,,,,,,,,
Luxembourg,1961,8430000000.0,321000.0,19900.0,36.0,,,,,,,,,
Latvia,1961,,2190000.0,8430.0,3.32,,,,,,,,,
Morocco,1961,,13100000.0,2470.0,0.235,,,,,,,,,
Moldova,1961,,3150000.0,5590.0,3.81,,,,,,,,,
Madagascar,1961,4330000000.0,5350000.0,2130.0,0.074,,,,,,,,,
Maldives,1961,,94900.0,2690.0,,,,,,,,,,
Mexico,1961,155000000000.0,40200000.0,5800.0,1.59,,,,,,,,,
Marshall Islands,1961,,15500.0,2020.0,,,,,,,,,,
North Macedonia,1961,,1530000.0,4280.0,2.71,,,,,,,,,
Mali,1961,,5380000.0,963.0,0.0259,,,,,,,,,
Malta,1961,,317000.0,2640.0,1.04,,,,,,,,,
Myanmar,1961,3300000000.0,22700000.0,1080.0,0.127,,,,,,,,,
Montenegro,1961,,510000.0,3310.0,1.09,,,,,,,,,
Mongolia,1961,,1010000.0,1120.0,1.95,,,,,,,,,
Mozambique,1961,,7510000.0,438.0,0.265,,,,,,,,,
Mauritania,1961,1070000000.0000001,902000.0,1310.0,0.0691,,,,,,,,,
Mauritius,1961,,698000.0,5820.0,0.362,,,,,,,,,
Malawi,1961,709000000.0,3840000.0,725.0,0.094,,,,,,,,,
Malaysia,1961,11500000000.0,8690000.0,3050.0,0.55,,,,,,,,,
Namibia,1961,,665000.0,6200.0,,,,,,,,,,
Niger,1961,3000000000.0,3590000.0,1570.0,0.0184,,,,,,,,,
Nigeria,1961,67500000000.0,47000000.0,1570.0,0.0888,,,,,,,,,
Nicaragua,1961,3550000000.0,1890000.0,4170.0,0.35,,,,,,,,,
Netherlands,1961,176000000000.0,11800000.0,16200.0,7.08,,,,,,,,,
Norway,1961,74900000000.0,3640000.0,14600.0,3.87,,,,,,,,,
Nepal,1961,3450000000.0,10400000.0,1170.0,0.00844,,,,,,,,,
Nauru,1961,,4940.0,20500.0,,,,,,,,,,
New Zealand,1961,,2480000.0,18200.0,4.52,,,,,,,,,
Oman,1961,,579000.0,2210.0,,,,,,,,,,
Pakistan,1961,18900000000.0,47200000.0,1290.0,0.288,,,,,,,,,
Panama,1961,3680000000.0,1200000.0,4320.0,0.991,,,,,,,,,
Peru,1961,32500000000.0,10700000.0,6060.0,0.927,,,,,,,,,
Philippines,1961,34700000000.0,28100000.0,2850.0,0.368,,,,,,,,,
Palau,1961,,10300.0,20200.0,,,,,,,,,,
Papua New Guinea,1961,2960000000.0,2340000.0,1380.0,0.0846,,,,,,,,,
Poland,1961,,30400000.0,6270.0,7.13,,,,,,,,,
Portugal,1961,39200000000.0,8890000.0,6240.0,1.05,,,,,,,,,
Paraguay,1961,3140000000.0,2009999.9999999998,2980.0,0.196,,,,,,,,,
Qatar,1961,,56300.0,26200.0,3.39,,,,,,,,,
Romania,1961,,18900000.0,2210.0,3.37,,,,,,,,,
Rwanda,1961,1080000000.0,3050000.0,811.0,0.0276,,,,,,,,,
Saudi Arabia,1961,,4360000.0,8240.0,1.43,,,,,,,,,
Sudan,1961,11000000000.0,8000000.0,2060.0,0.17,,,,,,,,,
Senegal,1961,3960000000.0,3390000.0,2770.0,0.24,,,,,,,,,
Singapore,1961,6910000000.0,1740000.0,4510.0,1.48,,,,,,,,,
Solomon Islands,1961,,125000.0,1320.0,0.117,,,,,,,,,
Sierra Leone,1961,1230000000.0,2390000.0,1390.0,0.137,,,,,,,,,
El Salvador,1961,,2930000.0,3640.0,0.221,,,,,,,,,
Somalia,1961,,2870000.0,1440.0,0.037,,,,,,,,,
Serbia,1961,,7670000.0,4930.0,2.15,,,,,,,,,
South Sudan,1961,,2950000.0,2840.0,0.0419,,,,,,,,,
Sao Tome and Principe,1961,,64500.0,1800.0,0.171,,,,,,,,,
Suriname,1961,1130000000.0,304000.0,7230.0,1.63,,,,,,,,,
Slovak Republic,1961,,4250000.0,9980.0,8.63,,,,,,,,,
Slovenia,1961,,1610000.0,9360.0,2.92,,,,,,,,,
Sweden,1961,136000000000.0,7580000.0,17600.0,6.77,,,,,,,,,
Eswatini,1961,,350000.0,1190.0,,,,,,,,,,
Seychelles,1961,136000000.0,43500.0,3820.0,,,,,,,,,,
Chad,1961,1810000000.0,3120000.0,1190.0,0.027,,,,,,,,,
Togo,1961,624000000.0,1610000.0,1320.0,0.0546,,,,,,,,,
Thailand,1961,18000000000.0,29100000.0,2100.0,0.173,,,,,,,,,
Tajikistan,1961,,2240000.0,4890.0,1.97,,,,,,,,,
Turkmenistan,1961,,1720000.0,6740.0,10.3,,,,,,,,,
Timor-Leste,1961,,492000.0,891.0,,,,,,,,,,
Tonga,1961,,66200.0,1780.0,0.166,,,,,,,,,
Trinidad and Tobago,1961,4320000000.0,879000.0,11800.0,8.23,,,,,,,,,
Tunisia,1961,,4310000.0,2540.0,0.417,,,,,,,,,
Tuvalu,1961,,5340.0,1800.0,,,,,,,,,,
Tanzania,1961,,10700000.0,889.0,0.072,,,,,,,,,
Uganda,1961,,7220000.0,1270.0,0.0594,,,,,,,,,
Ukraine,1961,,43800000.0,6980.0,6.66,,,,,,,,,
Uruguay,1961,15700000000.0,2600000.0,8670.0,1.54,,,,,,,,,
United States,1961,3750000000000.0,192000000.0,22000.0,15.5,,,,,,,,,
Uzbekistan,1961,,9110000.0,3770.0,5.21,,,,,,,,,
St. Vincent and the Grenadines,1961,162000000.0,83200.0,3470.0,0.132,,,,,,,,,
Vietnam,1961,,34700000.0,1630.0,0.269,,,,,,,,,
Vanuatu,1961,,67800.0,1710.0,0.595,,,,,,,,,
Samoa,1961,,116000.0,3870.0,0.158,,,,,,,,,
South Africa,1961,72400000000.0,18000000.0,8380.0,5.89,,,,,,,,,
Zambia,1961,3700000000.0,3260000.0,1730.0,1.1,,,,,,,,,
Zimbabwe,1961,4740000000.0,4040000.0,1820.0,1.21,,,,,,,,,
Afghanistan,1962,,9540000.0,1510.0,0.0741,,,,,,,,,
Angola,1962,,5680000.0,2560.0,0.203,,,,,,,,,
Albania,1962,,1790000.0,2910.0,1.16,,,,,,,,,
Andorra,1962,,16400.0,21800.0,,,,,,,,,,
United Arab Emirates,1962,,125000.0,61700.0,0.176,,,,,,,,,
Argentina,1962,149000000000.0,21500000.0,10300.0,2.33,,,,,,,,,
Armenia,1962,,2080000.0,6610.0,4.04,,,,,,,,,
Antigua and Barbuda,1962,,56700.0,3650.0,1.49,,,,,,,,,
Australia,1962,226000000000.0,10800000.0,17400.0,9.31,,,,,,,,,
Austria,1962,95800000000.0,7210000.0,13600.0,5.13,,,,,,,,,
Azerbaijan,1962,,4320000.0,5510.0,5.55,,,,,,,,,
Burundi,1962,782000000.0,2960000.0,775.0,0.0161,,,,,,,,,
Belgium,1962,124000000000.0,9340000.0,14700.0,11.3,,,,,,,,,
Benin,1962,1720000000.0,2540000.0,1670.0,0.0476,,,,,,,,,
Burkina Faso,1962,1270000000.0,5030000.0,657.0,0.0175,,,,,,,,,
Bangladesh,1962,24800000000.0,52200000.0,1130.0,0.0555,,,,,,,,,
Bulgaria,1962,,8090000.0,6460.0,4.25,,,,,,,,,
Bahrain,1962,,178000.0,27700.0,6.71,,,,,,,,,
Bosnia and Herzegovina,1962,,3420000.0,3690.0,1.84,,,,,,,,,
Belarus,1962,,8350000.0,5350.0,6.3,,,,,,,,,
Belize,1962,127000000.0,100000.0,2530.0,0.622,,,,,,,,,
Bolivia,1962,5440000000.0,3880000.0,3230.0,0.313,,,,,,,,,
Brazil,1962,219000000000.0,78800000.0,4280.0,0.706,,,,,,,,,
Barbados,1962,,234000.0,6960.0,0.816,,,,,,,,,
Bhutan,1962,,241000.0,1130.0,,,,,,,,,,
Botswana,1962,216000000.0,536000.0,945.0,,,,,,,,,,
Central African Republic,1962,984000000.0,1580000.0,1740.0,0.0464,,,,,,,,,
Canada,1962,,18900000.0,17700.0,11.1,,,,,,,,,
Switzerland,1962,,5600000.0,37400.0,5.19,,,,,,,,,
Chile,1962,31400000000.0,8650000.0,8380.0,2.01,,,,,,,,,
China,1962,120000000000.0,694000000.0,1130.0,0.628,,,,,,,,,
