Country Name,year,total_gdp,population,income_per_person,co2_emissions,receipts_percent_total_exports,receipts_travel_items,receipts_passenger_transport_items,receipts_current_us,number_of_departures,number_of_arrivals,expenditures_passenger_transport_items,expenditures_percent_total_imports,expenditures_current_us
Mali,2010,11400000000.0,15500000.0,2090.0,0.139,8.52916807213134,205000000.0,3000000.0,208000000.0,,169000.0,56000000.0,4.45517853417688,167000000.0
Malta,2010,8560000000.000001,418000.0,32900.0,6.26,,1066000000.0,,,328000.0,1815000.0,,,
Myanmar,2010,49100000000.0,51000000.0,2950.0,0.296,1.18120918059983,72000000.0,19000000.0,91000000.0,,792000.0,,,
Montenegro,2010,3820000000.0,625000.0,17300.0,3.85,51.0939234325938,713000000.0,52000000.0,765000000.0,,1088000.0,26000000.0,2.81080596306065,72000000.0
Mongolia,2010,8390000000.000001,2770000.0,8600.0,7.74,8.48634289053482,244000000.0,44000000.0,288000000.0,,557000.0,54000000.0,8.2458630265106,319000000.0
Mozambique,2010,12100000000.0,24200000.0,1070.0,0.129,5.23631450152083,108000000.0,27000000.0,135000000.0,,1836000.0,31000000.0,5.22621416224497,247000000.0
Mauritania,2010,5160000000.0,3600000.0,4730.0,0.587,,,,,,,,,
Mauritius,2010,10200000000.0,1250000.0,17500.0,3.13,31.977689612984,1285000000.0,300000000.0,1585000000.0,212000.0,956000.0,25000000.0,6.89416343250695,423000000.0
Malawi,2010,5470000000.0,15000000.0,1400.0,0.0762,3.6805884448326,31000000.0,14000000.0,45000000.0,,746000.0,29000000.0,3.40584875164264,90000000.0
Malaysia,2010,245000000000.0,28700000.0,21300.0,7.6,8.83692170090236,18152000000.0,1467000000.0,19619000000.0,,24577000.0,934000000.0,5.09866035287602,9258000000.0
Namibia,2010,9240000000.0,2160000.0,9330.0,1.28,10.2457399066847,320000000.0,151000000.0,471000000.0,,1114000.0,7000000.0,0.70933862378528,42000000.0
Niger,2010,7470000000.0,17100000.0,1020.0,0.0773,8.29864404518096,105000000.0,500000.0,105500000.0,,74000.0,3000000.0,3.38079477657194,95000000.0
Nigeria,2010,401000000000.0,163000000.0,5060.0,0.8,0.889971587636562,569000000.0,167000000.0,736000000.0,,6113000.0,2782000000.0,11.7821401358276,8348000000.0
Nicaragua,2010,10400000000.0,5900000.0,4840.0,0.815,,314000000.0,,,908000.0,1071000.0,104000000.0,4.29495867295321,225000000.0
Netherlands,2010,749000000000.0,16700000.0,52600.0,10.1,,11653000000.0,,,18368000.0,10883000.0,,,
Norway,2010,358000000000.0,4950000.0,61200.0,9.2,3.10661168252439,4692000000.0,607000000.0,5299000000.0,7590000.0,4767000.0,1186000000.0,12.2037363109059,14658000000.0
Nepal,2010,20400000000.0,27000000.0,2790.0,0.195,24.0529678870287,344000000.0,34000000.0,378000000.0,765000.0,603000.0,126000000.0,8.98134940266035,528000000.0
Nauru,2010,45300000.0,10100.0,7310.0,4.01,2.30591019231258,600000.023841858,,600000.0,,,,12.2685139520681,2900000.0
New Zealand,2010,158000000000.0,4420000.0,38200.0,7.77,15.0663106899652,6523000000.0,,6523000000.0,2026000.0,2530000.0,,7.60261738810679,3039000000.0
Oman,2010,64599999999.99999,3250000.0,37200.0,16.4,2.79106175514626,783000000.0,289000000.0,1072000000.0,2829000.0,1500000.0,242000000.0,5.12804184549355,1243000000.0
Pakistan,2010,228000000000.0,183000000.0,3930.0,0.917,3.55717137154263,305000000.0,693000000.0,998000000.0,,907000.0,445000000.0,3.42363054778089,1370000000.0
Panama,2010,41500000000.0,3710000.0,23300.0,2.69,12.7492946784707,1745000000.0,876000000.0,2621000000.0,392000.0,1726000.0,177000000.0,2.674754504054,575000000.0
Peru,2010,160000000000.0,29300000.0,10600.0,1.67,6.33379121618176,2008000000.0,467000000.0,2475000000.0,2058000.0,2948000.0,372000000.0,4.7849471239775,1648000000.0
Philippines,2010,237000000000.0,95600000.0,6040.0,0.877,6.30751708423693,2645000000.0,796000000.0,3441000000.0,,3520000.0,477000000.0,9.08480650217546,5964000000.0
Palau,2010,250000000.0,17700.0,16400.0,12.2,79.4446109575975,73000000.0,3000000.0,76000000.0,,85000.0,9199999.80926514,10.431330542199,15199999.8092651
Papua New Guinea,2010,16500000000.0,7470000.0,3370.0,0.7,0.0396148683956479,2299999.95231628,100000.001490116,2400000.09536743,,146000.0,19000000.0,2.19385424467352,138000000.0
Poland,2010,433000000000.0,38300000.0,25100.0,8.7,5.16196818659404,9414000000.0,461000000.0,9875000000.0,42760000.0,58340000.0,530000000.0,4.39399632185726,8888000000.0
Portugal,2010,204000000000.0,10600000.0,31300.0,4.9,18.0326100567499,10004000000.0,2980000000.0,12984000000.0,,6756000.0,787000000.0,5.24246358105824,4692000000.0
Paraguay,2010,31100000000.0,6330000.0,10700.0,0.821,2.19130431620731,217000000.0,26000000.0,243000000.0,302000.0,3171000.0,116000000.0,2.5359440227437,261000000.0
Qatar,2010,133000000000.0,2040000.0,99100.0,39.2,,,,,,1700000.0,,,
Romania,2010,157000000000.0,20300000.0,20800.0,4.42,3.03567058894314,1136000000.0,495000000.0,1631000000.0,10905000.0,7498000.0,260000000.0,2.94184926877574,1897000000.0
Rwanda,2010,6490000000.0,10300000.0,1590.0,0.0629,31.8757566770688,202000000.0,22000000.0,224000000.0,,667000.0,43000000.0,7.30001757386248,120000000.0
Saudi Arabia,2010,560000000000.0,28300000.0,47000.0,17.6,2.87819051636304,6712000000.0,824000000.0,7536000000.0,18625000.0,13025000.0,941000000.0,12.6725566789492,22076000000.0
Sudan,2010,57300000000.0,35300000.0,4960.0,0.396,0.70407894532568,82000000.0,,82000000.0,,495000.0,,9.91034047949963,1127000000.0
Senegal,2010,14800000000.0,13000000.0,2760.0,0.6,14.4295414271656,453000000.0,11000000.0,464000000.0,,906000.0,57000000.0,4.16800675847532,217000000.0
Singapore,2010,263000000000.0,5260000.0,81500.0,8.88,2.98599128197397,14178000000.0,,14178000000.0,7342000.0,11642000.0,,4.54194314259536,18700000000.0
Solomon Islands,2010,1190000000.0,542000.0,2550.0,0.339,16.0932925644883,43500000.0,7300000.19073486,50799999.2370605,,20500.0,4000000.0,9.34525003259945,51200000.7629395
Sierra Leone,2010,3650000000.0,6560000.0,1460.0,0.113,6.23699544072881,26000000.0,,26000000.0,76000.0,,9000000.0,1.94280522246414,22000000.0
El Salvador,2010,21400000000.0,6210000.0,7580.0,1.05,12.9950648139083,390000000.0,256000000.0,646000000.0,1421000.0,1606000.0,61000000.0,3.25769882726421,280000000.0
Somalia,2010,,12400000.0,859.0,0.0495,,,,,,,,,
Serbia,2010,38700000000.0,8960000.0,14900.0,5.47,7.54306858395628,799000000.0,151000000.0,950000000.0,,683000.0,149000000.0,5.8476535630708,1103000000.0
South Sudan,2010,21300000000.0,9830000.0,4190.0,0.133,,,,,,,,,
Sao Tome and Principe,2010,264000000.0,185000.0,3430.0,0.556,45.6519656976764,11100000.3814697,,11100000.0,,8000.0,500000.0,0.45636182771915,550000.011920929
Suriname,2010,5010000000.0,535000.0,19700.0,3.36,2.96710660416671,61000000.0,8000000.0,69000000.0,,206000.0,2000000.0,2.47450057335989,41000000.0
Slovak Republic,2010,80400000000.0,5410000.0,26200.0,7.04,3.4308700272722,2227000000.0,107000000.0,2334000000.0,2692000.0,,202000000.0,3.11013234110087,2146000000.0
Slovenia,2010,42600000000.0,2049999.9999999998,33600.0,7.98,9.08064836789377,2627000000.0,181000000.0,2808000000.0,5340000.0,2049000.0,163000000.0,5.38334984687292,1642000000.0
Sweden,2010,468000000000.0,9470000.0,48900.0,5.17,4.8457267164151,8336000000.0,2338000000.0,10674000000.0,,5183000.0,1847000000.0,7.10717348798944,13973000000.0
Eswatini,2010,3600000000.0,1070000.0,7580.0,1.0,2.49172859925944,51000000.0,400000.005960464,51400001.5258789,1141000.0,1343000.0,26000000.0,3.31449399292449,87000000.0
Seychelles,2010,1170000000.0,91900.0,23200.0,3.55,41.867472008783,274000000.0,78000000.0,352000000.0,59000.0,191000.0,25000000.0,6.01305645677004,63000000.0
Chad,2010,8660000000.0,12400000.0,1680.0,0.0664,,,,,39000.0,71000.0,,,
Togo,2010,3300000000.0,6600000.0,1680.0,0.38,8.09158482392611,66000000.0,39000000.0,105000000.0,,202000.0,43000000.0,4.86301663502914,89000000.0
Thailand,2010,350000000000.0,67500000.0,14400.0,3.76,10.4716200883593,20104000000.0,3692000000.0,23796000000.0,5451000.0,15936000.0,1528000000.0,3.44722040390644,7155000000.0
Tajikistan,2010,6330000000.0,7700000.0,2510.0,0.301,16.8031713357952,2500000.0,139000000.0,141500000.0,,160000.0,35400001.5258789,1.05863559741241,35400001.5258789
Turkmenistan,2010,24900000000.0,5170000.0,9720.0,12.0,,,,,,,,,
Timor-Leste,2010,1370000000.0,1110000.0,3050.0,0.221,25.2925308399976,24000000.0,,24000000.0,,40000.0,16000000.0,5.06421833299465,68000000.0
Tonga,2010,419000000.0,104000.0,5540.0,0.991,38.4081899989675,16200000.7629395,1100000.02384186,17299999.2370605,,65000.0,13899999.6185303,9.56997329364719,21600000.3814697
Trinidad and Tobago,2010,24000000000.0,1340000.0,28600.0,35.1,5.20939824434998,450000000.0,180000000.0,630000000.0,273000.0,490000.0,26000000.0,1.41183319991267,97000000.0
Tunisia,2010,41600000000.0,10700000.0,10500.0,2.38,15.7151177770761,2645000000.0,832000000.0,3477000000.0,2250000.0,7828000.0,64000000.0,2.52064420740758,611000000.0
Tuvalu,2010,31900000.0,10600.0,3490.0,0.69,17.0691132475308,2400000.09536743,,2400000.0,,1700.00004768372,1299999.95231628,16.6517202391813,8699999.80926514
Tanzania,2010,37500000000.0,45700000.0,2100.0,0.171,20.0784209774253,1255000000.0,24000000.0,1279000000.0,,783000.0,31000000.0,9.50919643449773,861000000.0
Uganda,2010,27200000000.0,33500000.0,1990.0,0.122,23.1252031963124,784000000.0,18000000.0,802000000.0,324000.0,946000.0,144000000.0,7.51009856478585,464000000.0
Ukraine,2010,112000000000.0,45600000.0,12900.0,6.76,7.15570048456405,3788000000.0,908000000.0,4696000000.0,17741000.0,24114000.0,392000000.0,5.93897253189289,4134000000.0
Uruguay,2010,47500000000.0,3370000.0,20200.0,2.27,15.5707031462505,1509000000.0,160000000.0,1669000000.0,1027000.0,2708000.0,130000000.0,5.44177622306872,549000000.0
United States,2010,16600000000000.002,312000000.0,54800.0,17.9,8.64278832082482,130315000000.0,31506000000.0,161821000000.0,121574000.0,162275000.0,38666000000.0,5.2130544640444,123831000000.0
Uzbekistan,2010,65500000000.0,29000000.0,5190.0,3.9,,121000000.0,,,1610000.0,975000.0,,,
St. Vincent and the Grenadines,2010,713000000.0,108000.0,11400.0,1.83,,86000000.0,,,,231000.0,,,
Vietnam,2010,154000000000.0,88900000.0,5350.0,1.63,5.58364806705397,,,4450000000.0,,5050000.0,,1.68396453364492,1470000000.0
Vanuatu,2010,696000000.0,243000.0,3100.0,0.544,74.35550871117,217000000.0,25000000.0,242000000.0,21000.0,237699.996948242,4000000.0,9.2286633520557,34000000.0
Samoa,2010,790000000.0,187000.0,6210.0,1.08,60.5685856694146,123000000.0,699999.988079071,123699996.948242,56000.0,130000.0,10300000.1907349,6.472665961303,25200000.7629395
South Africa,2010,322000000000.0,52000000.0,13800.0,9.16,9.54946814452287,9085000000.0,1224000000.0,10309000000.0,,11303000.0,2544000000.0,7.90392574702104,8139000000.0
Zambia,2010,17400000000.0,14000000.0,3200.0,0.199,,492000000.0,,,,815000.0,62000000.0,2.98320155782325,167000000.0
Zimbabwe,2010,16100000000.000002,12900000.0,3200.0,0.737,3.82058684643225,124000000.0,11000000.0,135000000.0,650000.0,2239000.0,72000000.0,3.15203979366123,203000000.0
Afghanistan,2011,17400000000.0,31200000.0,2080.0,0.345,5.39604673507476,85000000.0,80000000.0,165000000.0,,,9000000.0,3.53808215690225,255000000.0
Angola,2011,105000000000.0,25100000.0,8040.0,1.35,0.959693701971326,646000000.0,7000000.0,653000000.0,,481000.0,143000000.0,0.735791047875332,323000000.0
Albania,2011,10800000000.0,2910000.0,11200.0,1.69,48.5388972310882,1632000000.0,201000000.0,1833000000.0,4120000.0,2932000.0,112000000.0,24.9960686245509,1677000000.0
Andorra,2011,2780000000.0,82400.0,47500.0,5.92,,,,,,7983000.0,,,
United Arab Emirates,2011,311000000000.0,9140000.0,57400.0,23.8,,,,9204000000.0,,,,,13206000000.0
Argentina,2011,580000000000.0,41800000.0,24100.0,4.6,6.20590596025122,5431000000.0,627000000.0,6058000000.0,7676000.0,6703000.0,1935000000.0,8.59777278845781,7602000000.0
Armenia,2011,9560000000.0,2880000.0,10400.0,1.99,27.7878881740558,722000000.0,40000000.0,762000000.0,715000.0,758000.0,69000000.0,15.3726279358666,756000000.0
Antigua and Barbuda,2011,1250000000.0,90400.0,18000.0,5.8,,312000000.0,,,,848000.0,,,
Australia,2011,1260000000000.0,22900000.0,46400.0,17.8,10.5864593592968,31582000000.0,2733000000.0,34315000000.0,7788000.0,5771000.0,6596000000.0,10.9016287438307,33967000000.0
Austria,2011,376000000000.0,8500000.0,53300.0,7.95,,19791000000.0,,,9874000.0,23012000.0,,,
Azerbaijan,2011,48300000000.0,9260000.0,14000.0,3.79,4.04980165286445,1287000000.0,213000000.0,1500000000.0,3550000.0,2239000.0,89000000.0,11.3194968082584,1778000000.0
Burundi,2011,2950000000.0,9250000.0,863.0,0.0411,1.5700292147908,2500000.0,1200000.04768372,3700000.04768372,,144000.0,18000000.0,6.40253891441921,49000000.0
Belgium,2011,444000000000.0,11100000.0,48200.0,9.17,3.29108820653819,12750000000.0,1364000000.0,14114000000.0,9727000.0,7494000.0,2164000000.0,5.25851575638468,22836000000.0
Benin,2011,9810000000.0,9730000.0,2760.0,0.477,12.0783037575847,180000000.0,21000000.0,201000000.0,,222000.0,28000000.0,3.51067685589462,81000000.0
Burkina Faso,2011,10300000000.0,16600000.000000002,1840.0,0.158,4.1160184160377,75000000.0,41000000.0,116000000.0,,238000.0,57000000.0,3.66873643063669,129000000.0
Bangladesh,2011,163000000000.0,151000000.0,3200.0,0.402,0.359391213996615,87000000.0,10000000.0,97000000.0,2127000.0,157000.0,487000000.0,2.16219849367654,819000000.0
Bulgaria,2011,48900000000.0,7330000.0,18900.0,6.59,12.6266818801973,3764000000.0,533000000.0,4297000000.0,3803000.0,8713000.0,159000000.0,3.13930480493783,1063000000.0
Bahrain,2011,27500000000.0,1300000.0,45000.0,21.0,7.69632694692675,1035000000.0,731000000.0,1766000000.0,,6732000.0,181000000.0,6.47493535102002,899000000.0
Bosnia and Herzegovina,2011,15200000000.0,3600000.0,11300.0,6.15,12.0721598412806,635000000.0,87000000.0,722000000.0,,392000.0,54000000.0,2.05459759650027,214000000.0
Belarus,2011,57100000000.0,9420000.0,18600.0,6.77,1.60368912904867,487000000.0,260000000.0,747000000.0,7542000.0,5877000.0,141000000.0,1.52611669245085,729000000.0
Belize,2011,1590000000.0,338000.0,7270.0,1.41,,248000000.0,,,,1106000.0,3000000.0,3.89777986492111,37000000.0
Bolivia,2011,27900000000.0,10400000.0,7080.0,1.79,5.46976781553208,380000000.0,119000000.0,499000000.0,775000.0,711000.0,112000000.0,4.67124673989568,410000000.0
Brazil,2011,1800000000000.0,199000000.0,15500.0,2.31,2.17875303162838,6095000000.0,275000000.0,6370000000.0,7807000.0,5433000.0,3806000000.0,8.14536668423514,24608000000.0
Barbados,2011,4670000000.0,284000.0,15300.0,5.15,46.1736505883395,971000000.0,13000000.0,984000000.0,,1187000.0,43000000.0,5.10542868303674,114000000.0
Bhutan,2011,1740000000.0,702000.0,9080.0,1.1,10.1935004627042,47000000.0,29000000.0,76000000.0,,66000.0,2000000.0,4.4459322737555,58000000.0
Botswana,2011,12400000000.0,2040000.0,14200.0,2.49,6.45908032753933,465000000.0,3299999.95231628,468299987.792969,,,479999.989271164,3.82716352097015,316480010.986328
Central African Republic,2011,2550000000.0,4440000.0,1300.0,0.0661,,11000000.0,4000000.0,15000000.0,,65400.0015258789,18000000.0,,68000000.0
Canada,2011,1470000000000.0,34900000.0,46100.0,16.3,3.6567012814317,16839000000.0,3155000000.0,19994000000.0,61909000.0,25066000.0,7848000000.0,7.25592432657076,41247000000.0
Switzerland,2011,662000000000.0,8010000.0,66400.0,5.28,4.43171022660085,17148000000.0,3661000000.0,20809000000.0,18949000.0,8534000.0,3005000000.0,4.16969763282257,17538000000.0
Chile,2011,225000000000.0,17400000.0,23300.0,4.58,2.88607276114965,1813000000.0,910000000.0,2723000000.0,3220000.0,3963000.0,422000000.0,2.4235502429461,2085000000.0
China,2011,8930000000000.0,1380000000.0,10400.0,6.97,,48464000000.0,,,70250000.0,135423000.0,,,
Cote d'Ivoire,2011,35300000000.0,21500000.0,3060.0,0.387,1.36067599152238,180000000.0,6000000.0,186000000.0,,270000.0,200000000.0,6.11813577266397,580000000.0
Cameroon,2011,27500000000.0,21500000.0,3300.0,0.274,5.62437097486166,409000000.0,14000000.0,423000000.0,,604000.0,93000000.0,7.56243674648386,622000000.0
"Congo, Dem. Rep.",2011,29900000000.0,69000000.0,927.0,0.0342,0.111641025138817,11399999.6185303,,11400000.0,,186000.0,,2.52437498340971,298000000.0
"Congo, Rep.",2011,11600000000.0,4510000.0,5500.0,0.653,0.408371850554148,38000000.0,9000000.0,47000000.0,,224000.0,104000000.0,4.10209112791756,327000000.0
Colombia,2011,259000000000.0,46100000.0,12900.0,1.73,5.92857718532515,3010000000.0,831000000.0,3841000000.0,2522000.0,2356000.0,657000000.0,5.74071255292757,3689000000.0
Comoros,2011,895000000.0,724000.0,2950.0,0.198,42.2958178576919,42000000.0,200000.002980232,42200000.7629395,,18799.9992370605,16299999.2370605,12.1672639211249,37400001.5258789
Costa Rica,2011,51300000000.0,4690000.0,18000.0,1.53,18.7877942757276,2423000000.0,223000000.0,2646000000.0,717000.0,2526000.0,220000000.0,4.0580812161243,620000000.0
Cuba,2011,80400000000.0,11300000.0,8300.0,2.62,,2283000000.0,220000000.0,2503000000.0,253000.0,2716000.0,,,
Cyprus,2011,20900000000.0,1140000.0,35600.0,6.36,17.6334016697952,2603000000.0,,2603000000.0,1209000.0,2626000.0,,8.6436620239223,1366000000.0
Germany,2011,3220000000000.0,81000000.0,49900.0,10.1,3.17099699365074,38928000000.0,14537000000.0,53465000000.0,84692000.0,28374000.0,13682000000.0,6.6547261482211,99909000000.0
Djibouti,2011,,868000.0,3900.0,0.553,4.57503378740749,19200000.7629395,,19200000.0,,56000.0,12500000.0,4.96746305891384,33500000.0
Dominica,2011,537000000.0,71000.0,11800.0,2.33,55.5102815311379,106000000.0,,106000000.0,,418000.0,,,
Denmark,2011,288000000000.0,5610000.0,51200.0,7.11,3.43607846191306,6366000000.0,,6366000000.0,7846000.0,25811000.0,,6.02695682495195,9840000000.0
Dominican Republic,2011,59300000000.0,9930000.0,13200.0,2.17,30.9567620538201,4391000000.0,,4391000000.0,408000.0,4654000.0,293000000.0,3.41078977852143,689000000.0
Algeria,2011,150000000000.0,37400000.0,11200.0,3.43,0.392735345525801,209000000.0,91000000.0,300000000.0,1715000.0,2395000.0,68000000.0,1.00189762457127,595000000.0
Ecuador,2011,91100000000.0,15500000.0,11400.0,2.06,3.44145569412256,843000000.0,6000000.0,849000000.0,1022000.0,1141000.0,323000000.0,3.45579894647886,917000000.0
Eritrea,2011,,3250000.0,1340.0,0.19,,,,,,107000.0,,,
Spain,2011,1150000000000.0,47100000.0,35800.0,5.93,,67809000000.0,,,15944000.0,99187000.0,,,
Estonia,2011,21500000000.0,1320000.0,29000.0,13.6,,1256000000.0,,,1054000.0,4907000.0,,,
Ethiopia,2011,48000000000.0,92700000.0,1440.0,0.0874,34.2619706524699,758000000.0,1240000000.0,1998000000.0,,523000.0,,,
Finland,2011,236000000000.0,5410000.0,46000.0,9.47,5.23580394747018,3847000000.0,1768000000.0,5615000000.0,8238000.0,4192000.0,1131000000.0,5.48773002013301,6013000000.0
Fiji,2011,4050000000.0,865000.0,10900.0,1.2,42.5499002447006,724000000.0,231000000.0,955000000.0,132000.0,734000.0,18000000.0,4.70354957562876,116000000.0
France,2011,2380000000000.0,63600000.0,42800.0,5.76,8.02866539080309,55154000000.0,10979000000.0,66133000000.0,31153000.0,196595000.0,10784000000.0,6.30515922300876,55509000000.0
"Micronesia, Fed. Sts.",2011,321000000.0,105000.0,3650.0,1.19,,22000000.0,,,,35400.0015258789,15000000.0,10.6625174993632,27000000.0
Gabon,2011,12600000000.0,1750000.0,15100.0,2.88,0.242449022905526,20000000.0,5400000.09536743,25399999.6185303,,,115000000.0,10.5880322279665,658000000.0
United Kingdom,2011,2750000000000.0,64500000.0,42800.0,7.56,,39067000000.0,,,67493000.0,31886000.0,,,
Georgia,2011,13400000000.0,4059999.9999999995,11300.0,2.03,20.3934820547285,955000000.0,114000000.0,1069000000.0,2237000.0,2712000.0,171000000.0,4.80734539701618,384000000.0
Ghana,2011,43800000000.0,26000000.0,4550.0,0.551,5.46058004173524,694000000.0,103000000.0,797000000.0,,821000.0,562000000.0,5.26041576350757,1026000000.0
Guinea,2011,7860000000.0,10700000.0,2000.0,0.228,0.140796422014656,2099999.90463257,19999.9995529652,2119999.88555908,,131000.0,16100000.3814697,1.84050459613417,49200000.7629395
Guinea-Bissau,2011,947000000.0,1600000.0,1760.0,0.158,5.13016397663752,14100000.3814697,400000.005960464,14500000.0,,36700.0007629395,7099999.90463257,11.3557641089572,38599998.4741211
Equatorial Guinea,2011,15100000000.0,1030000.0,36700.0,6.77,,,,,,,,,
Greece,2011,200000000000.0,10800000.0,28300.0,8.49,24.0421140140556,14813000000.0,1456000000.0,16269000000.0,4941000.0,,648000000.0,4.48022893443699,3809000000.0
Grenada,2011,853000000.0,107000.0,13200.0,2.53,59.6385162838806,117000000.0,,117000000.0,,447000.0,,,
Guatemala,2011,55200000000.0,15300000.0,7590.0,0.758,9.31922845171817,1077000000.0,400000.005960464,1077400024.41406,718000.0,1434000.0,227000000.0,5.19600671337249,883000000.0
Guyana,2011,4030000000.0000005,755000.0,10800.0,2.64,,95000000.0,,,,157000.0,,,
Honduras,2011,18900000000.0,8640000.0,5070.0,1.04,10.2944502005419,637000000.0,4500000.0,641500000.0,1092000.0,1852000.0,92000000.0,4.54924170749947,446000000.0
Croatia,2011,49300000000.0,4300000.0,24100.0,4.45,39.3789315379639,9348000000.0,250000000.0,9598000000.0,5526000.0,49969000.0,37000000.0,3.62155873687709,918000000.0
Haiti,2011,13600000000.0,10300000.0,2970.0,0.214,34.7643045086748,456000000.0,,456000000.0,,946000.0,396000000.0,10.3305792252348,458000000.0
Hungary,2011,114000000000.0,9860000.0,24800.0,4.75,5.9153900549054,5929000000.0,1310000000.0,7239000000.0,16634000.0,41304000.0,563000000.0,2.68174008806781,3048000000.0
Indonesia,2011,741000000000.0,248000000.0,9080.0,2.12,4.24325512410959,7997000000.0,1041000000.0,9038000000.0,6750000.0,7650000.0,2398000000.0,4.57890937821969,8653000000.0
India,2011,1700000000000.0,1270000000.0,4580.0,1.56,,17708000000.0,,,13994000.0,6309000.0,,,
Ireland,2011,212000000000.0,4610000.0,53000.0,8.29,4.11274595734614,4215000000.0,5317000000.0,9532000000.0,6514000.0,7630000.0,114000000.0,3.73974454635696,6842000000.0
Iraq,2011,148000000000.0,31900000.0,9830.0,4.8,1.88713548105592,1543000000.0,14000000.0,1557000000.0,,1510000.0,43000000.0,3.63042680217169,1879000000.0
Iceland,2011,15800000000.0,326000.0,48400.0,10.7,,752000000.0,,,341000.0,628000.0,,,
Israel,2011,269000000000.0,7610000.0,35400.0,9.83,6.36460561287713,5161000000.0,725000000.0,5886000000.0,4387000.0,3362000.0,1099000000.0,5.23577082062168,4874000000.0
Italy,2011,1860000000000.0,59900000.0,41500.0,6.56,,43271000000.0,,,52617000.0,75866000.0,,,
Jamaica,2011,13900000000.0,2840000.0,9430.0,2.58,48.0600523222195,2013000000.0,47000000.0,2060000000.0,,3077000.0,54000000.0,2.72119090205125,213000000.0
Jordan,2011,35500000000.0,8090000.0,10700.0,2.95,31.6579047150573,3425000000.0,926000000.0,4351000000.0,1931000.0,6813000.0,119000000.0,6.00907179412581,1280000000.0
Japan,2011,4280000000000.0005,128000000.0,38700.0,10.2,1.34667806656334,11000000000.0,1533000000.0,12533000000.0,16994000.0,6219000.0,12498000000.0,4.09810383244222,39760000000.0
Kazakhstan,2011,165000000000.0,16800000.0,22700.0,14.0,1.70219185071781,1209000000.0,315000000.0,1524000000.0,8020000.0,5685000.0,220000000.0,3.56761679698551,1831000000.0
Kenya,2011,61300000000.0,44300000.0,3850.0,0.271,18.4997366484507,926000000.0,918000000.0,1844000000.0,,1823000.0,,,
Kyrgyz Republic,2011,5570000000.0,5620000.0,4260.0,1.78,12.6408406343368,356000000.0,49000000.0,405000000.0,3061000.0,3025000.0,145000000.0,8.06499088027136,392000000.0
Cambodia,2011,14700000000.0,14800000.0,3020.0,0.361,29.0575939079229,2084000000.0,174000000.0,2258000000.0,710000.0,2882000.0,80000000.0,3.60750969732907,344000000.0
Kiribati,2011,150000000.0,106000.0,1980.0,0.483,,4900000.09536743,,,,,,,
St. Kitts and Nevis,2011,816000000.0,49900.0,21700.0,4.41,38.7542687376561,94000000.0,,94000000.0,,723000.0,,,
Kuwait,2011,112000000000.0,3350000.0,61400.0,29.9,0.57015501640299,320000000.0,324000000.0,644000000.0,,5574000.0,815000000.0,21.3384317919604,8879000000.0
Lebanon,2011,46800000000.0,5540000.0,18000.0,4.04,29.0731851636524,6545000000.0,252000000.0,6797000000.0,,1655000.0,436000000.0,14.3198266427963,4440000000.0
Liberia,2011,2950000000.0,4139999.9999999995,1610.0,0.233,,,,,,,,,
Libya,2011,46500000000.0,6290000.0,18800.0,8.34,,,30000000.0,,,,,,
St. Lucia,2011,1860000000.0,177000.0,14700.0,2.3,56.0363775671845,321000000.0,,321000000.0,,950000.0,,,
Sri Lanka,2011,70700000000.0,20500000.0,10700.0,0.77,10.4158267791566,830000000.0,591000000.0,1421000000.0,1239000.0,976000.0,425000000.0,4.16107774609787,926000000.0
Lesotho,2011,2210000000.0,2009999.9999999998,2590.0,1.19,,24000000.0,,,,398000.0,10000000.0,11.3499310558095,300000000.0
Lithuania,2011,37900000000.0,3050000.0,27300.0,4.65,,1321000000.0,,,4020000.0,4504000.0,,,
Luxembourg,2011,55500000000.0,531000.0,112000.0,20.5,5.36696197686869,4861000000.0,497000000.0,5358000000.0,1643000.0,874000.0,99000000.0,4.91999631054813,3873000000.0
Latvia,2011,25200000000.0,2069999.9999999998,24000.0,3.64,,771000000.0,,,3257000.0,5538000.0,,,
Morocco,2011,90200000000.0,33200000.000000004,6630.0,1.78,28.5792243041453,7321000000.0,1780000000.0,9101000000.0,2378000.0,9784000.0,897000000.0,4.92294988768602,2260000000.0
Moldova,2011,6790000000.0,4080000.0,9000.0,1.17,9.23143366216577,186000000.0,67000000.0,253000000.0,136100.006103516,75000.0,72000000.0,6.27005429256181,349000000.0
Madagascar,2011,10400000000.0,22300000.0,1540.0,0.123,18.98460823774,478000000.0,29000000.0,507000000.0,,,138000000.0,7.54219369706788,288000000.0
Maldives,2011,3470000000.0,397000.0,16700.0,2.8,80.4165315373321,1940000000.0,26000000.0,1966000000.0,,931000.0,47000000.0,10.0528918875647,231000000.0
Mexico,2011,1090000000000.0001,117000000.0,18600.0,4.24,3.4054332071363,11869000000.0,589000000.0,12458000000.0,88113000.0,75732000.0,1872000000.0,2.53616522537874,9704000000.0
Marshall Islands,2011,176000000.0,56700.0,3470.0,2.39,6.1894115743732,4500000.0,280000.001192093,4780000.20980835,,4599.99990463257,11100000.3814697,13.4406906825406,23799999.2370605
North Macedonia,2011,9090000000.0,2069999.9999999998,13700.0,4.25,5.04777513801062,240000000.0,2000000.0,242000000.0,,327000.0,46000000.0,2.29286251061477,159000000.0
